plantId,scientificName,acceptedName,family,plantForm,flammabilityClass,ratingReason,recommendation,canonicalUrl,source,sourcePage,original,via,verdict,verdictRaw,claims,claimOriginal,score,plantPart,condition,sourcePlacement,edition,documentDate,sourceUrl,accessedOn
cistus-salvaefolius,Cistus salvaefolius,Cistus salviifolius,Cistaceae,shrub,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/cistus-salvaefolius/,flamits,https://fireapproved.com/plants/source/flamits/,White1996,,not-rated,calorific value (kcal/kg): 1218.11,"FLAMITS record 14026; Combustibility measurement; plant part leaves; fuel live; predrying no; device calorimeter; site White1996-1; sampling ND. Primary study White1996: White, R. H., Weise, D. R., & Frommer, S. (1996). Preliminary evaluation of the flammability of native and ornamental plants with the cone calorimeter.  21st International Conference on Fire Safety. Coimbra, Portugal.",,"{""value"":1218.11,""scale"":""FLAMITS — calorific value (kcal/kg)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
cistus-salvaefolius,Cistus salvaefolius,Cistus salviifolius,Cistaceae,shrub,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/cistus-salvaefolius/,flamits,https://fireapproved.com/plants/source/flamits/,White1996,,not-rated,calorific value (kcal/kg): 3343.84,"FLAMITS record 14049; Combustibility measurement; plant part leaves; fuel live; predrying yes; device calorimeter; site White1996-1; sampling ND. Primary study White1996: White, R. H., Weise, D. R., & Frommer, S. (1996). Preliminary evaluation of the flammability of native and ornamental plants with the cone calorimeter.  21st International Conference on Fire Safety. Coimbra, Portugal.",,"{""value"":3343.84,""scale"":""FLAMITS — calorific value (kcal/kg)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
cistus-salvaefolius,Cistus salvaefolius,Cistus salviifolius,Cistaceae,shrub,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/cistus-salvaefolius/,flamits,https://fireapproved.com/plants/source/flamits/,White1996,,not-rated,calorific value (kcal/kg): 1170.34,"FLAMITS record 14059; Combustibility measurement; plant part leaves; fuel live; predrying no; device calorimeter; site White1996-1; sampling ND. Primary study White1996: White, R. H., Weise, D. R., & Frommer, S. (1996). Preliminary evaluation of the flammability of native and ornamental plants with the cone calorimeter.  21st International Conference on Fire Safety. Coimbra, Portugal.",,"{""value"":1170.34,""scale"":""FLAMITS — calorific value (kcal/kg)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
cistus-salvaefolius,Cistus salvaefolius,Cistus salviifolius,Cistaceae,shrub,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/cistus-salvaefolius/,flamits,https://fireapproved.com/plants/source/flamits/,White2002,,not-rated,calorific value (kcal/kg): 3773.77,"FLAMITS record 14164; Combustibility measurement; plant part leaves; fuel live; predrying yes; device calorimeter; site White2002-1; sampling august. Primary study White2002: White, R. H., Weise, D. R., Mackes, K., & Dibble, A. C. (2002). Cone calorimeter testing of vegetation--an update. Ninth International Conference on Electrical and Electronic Products. Columbus, Ohio, USA.",,"{""value"":3773.77,""scale"":""FLAMITS — calorific value (kcal/kg)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
cistus-salvaefolius,Cistus salvaefolius,Cistus salviifolius,Cistaceae,shrub,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/cistus-salvaefolius/,flamits,https://fireapproved.com/plants/source/flamits/,White2002,,not-rated,calorific value (kcal/kg): 4227.57,"FLAMITS record 14165; Combustibility measurement; plant part leaves; fuel live; predrying yes; device calorimeter; site White2002-1; sampling november. Primary study White2002: White, R. H., Weise, D. R., Mackes, K., & Dibble, A. C. (2002). Cone calorimeter testing of vegetation--an update. Ninth International Conference on Electrical and Electronic Products. Columbus, Ohio, USA.",,"{""value"":4227.57,""scale"":""FLAMITS — calorific value (kcal/kg)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
cistus-salvaefolius,Cistus salvaefolius,Cistus salviifolius,Cistaceae,shrub,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/cistus-salvaefolius/,flamits,https://fireapproved.com/plants/source/flamits/,White2002,,not-rated,calorific value (kcal/kg): 3726,"FLAMITS record 14166; Combustibility measurement; plant part leaves; fuel live; predrying yes; device calorimeter; site White2002-1; sampling march. Primary study White2002: White, R. H., Weise, D. R., Mackes, K., & Dibble, A. C. (2002). Cone calorimeter testing of vegetation--an update. Ninth International Conference on Electrical and Electronic Products. Columbus, Ohio, USA.",,"{""value"":3726,""scale"":""FLAMITS — calorific value (kcal/kg)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
cistus-salvaefolius,Cistus salvaefolius,Cistus salviifolius,Cistaceae,shrub,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/cistus-salvaefolius/,flamits,https://fireapproved.com/plants/source/flamits/,White2002,,not-rated,calorific value (kcal/kg): 3272.19,"FLAMITS record 14167; Combustibility measurement; plant part leaves; fuel live; predrying yes; device calorimeter; site White2002-1; sampling may. Primary study White2002: White, R. H., Weise, D. R., Mackes, K., & Dibble, A. C. (2002). Cone calorimeter testing of vegetation--an update. Ninth International Conference on Electrical and Electronic Products. Columbus, Ohio, USA.",,"{""value"":3272.19,""scale"":""FLAMITS — calorific value (kcal/kg)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
cistus-salvaefolius,Cistus salvaefolius,Cistus salviifolius,Cistaceae,shrub,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/cistus-salvaefolius/,flamits,https://fireapproved.com/plants/source/flamits/,White2002,,not-rated,maximum energy flux (kW/m²): 99,"FLAMITS record 14217; Combustibility measurement; plant part leaves; fuel live; predrying yes; device calorimeter; site White2002-1; sampling august. Primary study White2002: White, R. H., Weise, D. R., Mackes, K., & Dibble, A. C. (2002). Cone calorimeter testing of vegetation--an update. Ninth International Conference on Electrical and Electronic Products. Columbus, Ohio, USA.",,"{""value"":99,""scale"":""FLAMITS — maximum energy flux (kW/m²)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
cistus-salvaefolius,Cistus salvaefolius,Cistus salviifolius,Cistaceae,shrub,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/cistus-salvaefolius/,flamits,https://fireapproved.com/plants/source/flamits/,White2002,,not-rated,maximum energy flux (kW/m²): 166,"FLAMITS record 14218; Combustibility measurement; plant part leaves; fuel live; predrying yes; device calorimeter; site White2002-1; sampling november. Primary study White2002: White, R. H., Weise, D. R., Mackes, K., & Dibble, A. C. (2002). Cone calorimeter testing of vegetation--an update. Ninth International Conference on Electrical and Electronic Products. Columbus, Ohio, USA.",,"{""value"":166,""scale"":""FLAMITS — maximum energy flux (kW/m²)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
cistus-salvaefolius,Cistus salvaefolius,Cistus salviifolius,Cistaceae,shrub,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/cistus-salvaefolius/,flamits,https://fireapproved.com/plants/source/flamits/,White2002,,not-rated,maximum energy flux (kW/m²): 165,"FLAMITS record 14219; Combustibility measurement; plant part leaves; fuel live; predrying yes; device calorimeter; site White2002-1; sampling march. Primary study White2002: White, R. H., Weise, D. R., Mackes, K., & Dibble, A. C. (2002). Cone calorimeter testing of vegetation--an update. Ninth International Conference on Electrical and Electronic Products. Columbus, Ohio, USA.",,"{""value"":165,""scale"":""FLAMITS — maximum energy flux (kW/m²)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
cistus-salvaefolius,Cistus salvaefolius,Cistus salviifolius,Cistaceae,shrub,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/cistus-salvaefolius/,flamits,https://fireapproved.com/plants/source/flamits/,White2002,,not-rated,maximum energy flux (kW/m²): 118,"FLAMITS record 14220; Combustibility measurement; plant part leaves; fuel live; predrying yes; device calorimeter; site White2002-1; sampling may. Primary study White2002: White, R. H., Weise, D. R., Mackes, K., & Dibble, A. C. (2002). Cone calorimeter testing of vegetation--an update. Ninth International Conference on Electrical and Electronic Products. Columbus, Ohio, USA.",,"{""value"":118,""scale"":""FLAMITS — maximum energy flux (kW/m²)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
cistus-salvaefolius,Cistus salvaefolius,Cistus salviifolius,Cistaceae,shrub,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/cistus-salvaefolius/,flamits,https://fireapproved.com/plants/source/flamits/,White2002,,not-rated,maximum energy flux (kW/m²): 47,"FLAMITS record 14255; Combustibility measurement; plant part leaves; fuel live; predrying no; device calorimeter; site White2002-1; sampling august. Primary study White2002: White, R. H., Weise, D. R., Mackes, K., & Dibble, A. C. (2002). Cone calorimeter testing of vegetation--an update. Ninth International Conference on Electrical and Electronic Products. Columbus, Ohio, USA.",,"{""value"":47,""scale"":""FLAMITS — maximum energy flux (kW/m²)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
cistus-salvaefolius,Cistus salvaefolius,Cistus salviifolius,Cistaceae,shrub,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/cistus-salvaefolius/,flamits,https://fireapproved.com/plants/source/flamits/,White2002,,not-rated,maximum energy flux (kW/m²): 32,"FLAMITS record 14256; Combustibility measurement; plant part leaves; fuel live; predrying no; device calorimeter; site White2002-1; sampling november. Primary study White2002: White, R. H., Weise, D. R., Mackes, K., & Dibble, A. C. (2002). Cone calorimeter testing of vegetation--an update. Ninth International Conference on Electrical and Electronic Products. Columbus, Ohio, USA.",,"{""value"":32,""scale"":""FLAMITS — maximum energy flux (kW/m²)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
cistus-salvaefolius,Cistus salvaefolius,Cistus salviifolius,Cistaceae,shrub,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/cistus-salvaefolius/,flamits,https://fireapproved.com/plants/source/flamits/,White2002,,not-rated,maximum energy flux (kW/m²): 56,"FLAMITS record 14257; Combustibility measurement; plant part leaves; fuel live; predrying no; device calorimeter; site White2002-1; sampling march. Primary study White2002: White, R. H., Weise, D. R., Mackes, K., & Dibble, A. C. (2002). Cone calorimeter testing of vegetation--an update. Ninth International Conference on Electrical and Electronic Products. Columbus, Ohio, USA.",,"{""value"":56,""scale"":""FLAMITS — maximum energy flux (kW/m²)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
cistus-salvaefolius,Cistus salvaefolius,Cistus salviifolius,Cistaceae,shrub,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/cistus-salvaefolius/,flamits,https://fireapproved.com/plants/source/flamits/,White2002,,not-rated,maximum energy flux (kW/m²): 38,"FLAMITS record 14258; Combustibility measurement; plant part leaves; fuel live; predrying no; device calorimeter; site White2002-1; sampling may. Primary study White2002: White, R. H., Weise, D. R., Mackes, K., & Dibble, A. C. (2002). Cone calorimeter testing of vegetation--an update. Ninth International Conference on Electrical and Electronic Products. Columbus, Ohio, USA.",,"{""value"":38,""scale"":""FLAMITS — maximum energy flux (kW/m²)""}",leaf,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
cistus-salvaefolius,Cistus salvaefolius,Cistus salviifolius,Cistaceae,shrub,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/cistus-salvaefolius/,flamits,https://fireapproved.com/plants/source/flamits/,Delabraze1974,,not-rated,time to flaming (s): 83,"FLAMITS record 18333; Ignitability measurement; plant part twigs; fuel live; predrying yes; device epiradiator; site Delabraze1974-1; sampling july to september 1974. Primary study Delabraze1974: Delabraze, P., & Valette, J. -C. (1974). Inflammabilitéet combustibilitéde la végétation forestière méditerranéenne. Revue Forestiere Française, 26, 171177.",,"{""value"":83,""scale"":""FLAMITS — time to flaming (s)""}",shoot,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
cistus-villosus,Cistus villosus,Cistus creticus,Cistaceae,shrub,mixed-evidence,mid-scale,candidate,https://fireapproved.com/plants/cistus-villosus/,nord-green-1977-psw124,https://fireapproved.com/plants/source/nord-green-1977-psw124/,,,mixed,Fair performance,Purple rockrose is printed in Table 4's “Fair performance” section.,,,,,"{""value"":""Table 4: Fair performance"",""scheme"":""nord-green-brushland-clearing-performance""}",PSW-124,1977-01-01T00:00:00.000Z,https://research.fs.usda.gov/download/treesearch/28938.pdf,2026-08-25T00:00:00.000Z
cistus,Cistus spp.,Cistus,Cistaceae,shrub,highly-flammable,majority,avoid,https://fireapproved.com/plants/cistus/,usu-firewise-plants-utah,https://fireapproved.com/plants/source/usu-firewise-plants-utah/,,,recommend,listed as a firewise plant for Utah landscapes,Source says the plant can be firewise when properly used and maintained. Source table name: Cistus species.,,,,,,2005 revision,2005-02-01T00:00:00.000Z,https://extension.usu.edu/smallfarms/files/FirewisePlantsUtLandscapes.pdf,2026-08-24T00:00:00.000Z
cistus,Cistus spp.,Cistus,Cistaceae,shrub,highly-flammable,majority,avoid,https://fireapproved.com/plants/cistus/,fernandes-2020-selective-shrub-mgmt,https://fireapproved.com/plants/source/fernandes-2020-selective-shrub-mgmt/,,,avoid,Control,"Table 2 places this genus in the Control column. The authors describe the control group as heliophilous vegetation associated with fine fuels and traits linked to faster combustibility or greater flammability; this is a selective fuel-band management decision, not a global prohibition.",,,whole-plant,,"{""value"":""selectively control in fuel-management bands in mainland Portugal"",""scheme"":""portugal-selective-fuel-band-control""}","Fire 3(4), article 65",2020-11-10T00:00:00.000Z,https://doi.org/10.3390/fire3040065,2026-08-25T00:00:00.000Z
cistus,Cistus spp.,Cistus,Cistaceae,shrub,highly-flammable,majority,avoid,https://fireapproved.com/plants/cistus/,girona-pirojardineria-2020,https://fireapproved.com/plants/source/girona-pirojardineria-2020/,,,avoid,MUY DESACONSEJADA,"Cistus spp. is rated “MUY DESACONSEJADA” by the guide's qualitative IUF garden-suitability method. The method assumes species-specific care and integrates fire evidence with fuel structure, maintenance, origin, invasiveness, and expert fire-service experience.",,,,,"{""value"":""not suitable inside or outside the 25-metre maximum-risk zone"",""scheme"":""girona-2020-iuf-25m-suitability""}",2020 Spanish edition,2020-01-01T00:00:00.000Z,https://interior.gencat.cat/web/.content/home/030_arees_dactuacio/bombers/foc_forestal/publicacions_tecniques_i_normativa/guies_tecniques/prevencio_i_extincio/2020_Guia_de_pirojardineria_es.pdf,2026-08-25T00:00:00.000Z
cistus,Cistus spp.,Cistus,Cistaceae,shrub,highly-flammable,majority,avoid,https://fireapproved.com/plants/cistus/,gencat-franges-perimetrals,https://fireapproved.com/plants/source/gencat-franges-perimetrals/,,,avoid,Cal eliminar prioritàriament les espècies més inflamables. — Estepes — Cistus sp.,The guide says to remove this printed taxon first among the more-flammable species when opening and maintaining perimeter protection strips.,,,whole-plant,,"{""value"":""page 4 species-selection panel"",""scheme"":""catalonia-perimeter-strip-maintain-remove""}",2025 web edition,2025-01-01T00:00:00.000Z,https://www.diba.cat/documents/d/incendis/diba_franges_web,2026-08-25T00:00:00.000Z
cistus,Cistus spp.,Cistus,Cistaceae,shrub,highly-flammable,majority,avoid,https://fireapproved.com/plants/cistus/,greece-property-fire-regulation-2023,https://fireapproved.com/plants/source/greece-property-fire-regulation-2023/,,,avoid,ΙΔΙΑΙΤΕΡΑ ΕΥΦΛΕΚΤΑ ΕΝΔΗΜΙΚΑ ΦΥΤΑ — Cistus sp.,The regulation prints this taxon in its table of particularly flammable endemic trees and shrubs.,,,whole-plant,,"{""value"":""section 5.4.2, Table 2δi"",""scheme"":""greece-2023-particularly-flammable""}",FEK B 3475/2023,2023-05-24T00:00:00.000Z,https://www.elinyae.gr/ethniki-nomothesia/ya-oik-ypendaoka5590420192023-fek-3475b-2452023,2026-08-25T00:00:00.000Z
citrullus-lanatus,Citrullus lanatus,Citrullus lanatus,Cucurbitaceae,vine,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/citrullus-lanatus/,fenz-low-flammability,https://fireapproved.com/plants/source/fenz-low-flammability/,,,recommend,Very low flammability,Very low flammability classification.,,,shoot,,,2026,,https://www.checkitsalright.nz/reduce-your-risk/low-flammability-plants,2026-08-23T00:00:00.000Z
citrus-limon,Citrus limon,Citrus limon,Rutaceae,tree,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/citrus-limon/,tfs-fire-resisting,https://fireapproved.com/plants/source/tfs-fire-resisting/,,,avoid,High Flammability,,,,,,"{""value"":""remove from the Building Protection Zone; avoid in the Fuel Modified Zone"",""scheme"":""tfs-bpz""}",2017,,https://www.fire.tas.gov.au/mysite/publications/1709%20Brochure.pdf,2026-08-23T00:00:00.000Z
citrus-limon,Citrus limon,Citrus limon,Rutaceae,tree,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/citrus-limon/,fenz-low-flammability,https://fireapproved.com/plants/source/fenz-low-flammability/,,,recommend,Low/moderate flammability,Low/moderate flammability classification.,,,shoot,,,2026,,https://www.checkitsalright.nz/reduce-your-risk/low-flammability-plants,2026-08-23T00:00:00.000Z
citrus-limon,Citrus limon,Citrus limon,Rutaceae,tree,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/citrus-limon/,flamits,https://fireapproved.com/plants/source/flamits/,Cui2020a,,not-rated,ignition frequency (%): 100,"FLAMITS record 1358; Ignitability measurement; plant part branches; fuel all; predrying yes; device grill; site Cui2020a-1; sampling ND. Primary study Cui2020a: Cui, X., Paterson, A. M., Wyse, S. V., Alam, M. A., Maurin, K. J. L., Pieper, R., ... Curran, T. J. (2020a). Shoot flammability of vascular plants is phylogenetically conserved and related to habitat fire-proneness and growth form. Nature Plants, 6, 355-359.",,"{""value"":100,""scale"":""FLAMITS — ignition frequency (%)""}",shoot,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
citrus-limon,Citrus limon,Citrus limon,Rutaceae,tree,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/citrus-limon/,flamits,https://fireapproved.com/plants/source/flamits/,Cui2020a,,not-rated,maximum sample temperature (°C): 372,"FLAMITS record 1552; Combustibility measurement; plant part branches; fuel all; predrying yes; device grill; site Cui2020a-1; sampling ND. Primary study Cui2020a: Cui, X., Paterson, A. M., Wyse, S. V., Alam, M. A., Maurin, K. J. L., Pieper, R., ... Curran, T. J. (2020a). Shoot flammability of vascular plants is phylogenetically conserved and related to habitat fire-proneness and growth form. Nature Plants, 6, 355-359.",,"{""value"":372,""scale"":""FLAMITS — maximum sample temperature (°C)""}",shoot,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
citrus-limon,Citrus limon,Citrus limon,Rutaceae,tree,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/citrus-limon/,flamits,https://fireapproved.com/plants/source/flamits/,Cui2020a,,not-rated,burning duration (s): 12.7,"FLAMITS record 1746; Sustainability measurement; plant part branches; fuel all; predrying yes; device grill; site Cui2020a-1; sampling ND. Primary study Cui2020a: Cui, X., Paterson, A. M., Wyse, S. V., Alam, M. A., Maurin, K. J. L., Pieper, R., ... Curran, T. J. (2020a). Shoot flammability of vascular plants is phylogenetically conserved and related to habitat fire-proneness and growth form. Nature Plants, 6, 355-359.",,"{""value"":12.7,""scale"":""FLAMITS — burning duration (s)""}",shoot,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
citrus-limon,Citrus limon,Citrus limon,Rutaceae,tree,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/citrus-limon/,flamits,https://fireapproved.com/plants/source/flamits/,Cui2020a,,not-rated,estimated burnt biomass (%): 15,"FLAMITS record 1940; Consumability measurement; plant part branches; fuel all; predrying yes; device grill; site Cui2020a-1; sampling ND. Primary study Cui2020a: Cui, X., Paterson, A. M., Wyse, S. V., Alam, M. A., Maurin, K. J. L., Pieper, R., ... Curran, T. J. (2020a). Shoot flammability of vascular plants is phylogenetically conserved and related to habitat fire-proneness and growth form. Nature Plants, 6, 355-359.",,"{""value"":15,""scale"":""FLAMITS — estimated burnt biomass (%)""}",shoot,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
citrus-limon,Citrus limon,Citrus limon,Rutaceae,tree,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/citrus-limon/,flamits,https://fireapproved.com/plants/source/flamits/,Murray2023,,not-rated,time to flaming (s): 6.57,"FLAMITS record 19361; Ignitability measurement; plant part branches; fuel all; predrying yes; device grill; site Murray2023-1; sampling ND. Primary study Murray2023: Murray, B. R., Hawthorne, T., Curran, T. J., Krix, D. W., Wallace, M. I., Young, K., ... & Webb, J. K. (2023). Shoot flammability patterns among plant species of the wildlandurban interface in the fire-prone Greater Blue Mountains World Heritage Area. International Journal of Wildland Fire, Online early.",,"{""value"":6.57,""scale"":""FLAMITS — time to flaming (s)""}",shoot,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
citrus-limon,Citrus limon,Citrus limon,Rutaceae,tree,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/citrus-limon/,flamits,https://fireapproved.com/plants/source/flamits/,Murray2023,,not-rated,burning duration (s): 1.57,"FLAMITS record 19362; Sustainability measurement; plant part branches; fuel all; predrying yes; device grill; site Murray2023-1; sampling ND. Primary study Murray2023: Murray, B. R., Hawthorne, T., Curran, T. J., Krix, D. W., Wallace, M. I., Young, K., ... & Webb, J. K. (2023). Shoot flammability patterns among plant species of the wildlandurban interface in the fire-prone Greater Blue Mountains World Heritage Area. International Journal of Wildland Fire, Online early.",,"{""value"":1.57,""scale"":""FLAMITS — burning duration (s)""}",shoot,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
citrus-limon,Citrus limon,Citrus limon,Rutaceae,tree,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/citrus-limon/,flamits,https://fireapproved.com/plants/source/flamits/,Murray2023,,not-rated,maximum flame temperature (°C): 353.85,"FLAMITS record 19363; Combustibility measurement; plant part branches; fuel all; predrying yes; device grill; site Murray2023-1; sampling ND. Primary study Murray2023: Murray, B. R., Hawthorne, T., Curran, T. J., Krix, D. W., Wallace, M. I., Young, K., ... & Webb, J. K. (2023). Shoot flammability patterns among plant species of the wildlandurban interface in the fire-prone Greater Blue Mountains World Heritage Area. International Journal of Wildland Fire, Online early.",,"{""value"":353.85,""scale"":""FLAMITS — maximum flame temperature (°C)""}",shoot,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
citrus-limon,Citrus limon,Citrus limon,Rutaceae,tree,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/citrus-limon/,flamits,https://fireapproved.com/plants/source/flamits/,Murray2023,,not-rated,estimated burnt biomass (%): 2,"FLAMITS record 19364; Consumability measurement; plant part branches; fuel all; predrying yes; device grill; site Murray2023-1; sampling ND. Primary study Murray2023: Murray, B. R., Hawthorne, T., Curran, T. J., Krix, D. W., Wallace, M. I., Young, K., ... & Webb, J. K. (2023). Shoot flammability patterns among plant species of the wildlandurban interface in the fire-prone Greater Blue Mountains World Heritage Area. International Journal of Wildland Fire, Online early.",,"{""value"":2,""scale"":""FLAMITS — estimated burnt biomass (%)""}",shoot,,,Dryad version 9,2023-12-22T00:00:00.000Z,https://doi.org/10.5061/dryad.h18931zr3,2026-08-25T00:00:00.000Z
citrus-limon,Citrus limon,Citrus limon,Rutaceae,tree,mixed-evidence,disputed,conflict,https://fireapproved.com/plants/citrus-limon/,canberra-plant-selector,https://fireapproved.com/plants/source/canberra-plant-selector/,,,recommend,Fire Retardant — Yes — Citrus limon 'Eureka',The live Canberra Plant Selector marks “Citrus limon 'Eureka'” as “Fire Retardant: Yes.”,,,whole-plant,,"{""value"":""filtered result page 10"",""scheme"":""canberra-selector""}",live tool capture 2026-08-25,,https://plantselector.com.au/browse-plants/?fire_retardant%5B0%5D=1,2026-08-25T00:00:00.000Z
citrus-nobilis,Citrus nobilis,Citrus reticulata,Rutaceae,tree,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/citrus-nobilis/,tfs-fire-resisting,https://fireapproved.com/plants/source/tfs-fire-resisting/,,,mixed,Moderate Flammability,,,,,,"{""value"":""should be avoided in the Building Protection Zone"",""scheme"":""tfs-bpz""}",2017,,https://www.fire.tas.gov.au/mysite/publications/1709%20Brochure.pdf,2026-08-23T00:00:00.000Z
citrus-nobilis,Citrus nobilis,Citrus reticulata,Rutaceae,tree,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/citrus-nobilis/,gva-valencia,https://fireapproved.com/plants/source/gva-valencia/,,,recommend,"recommended low-flammability species (trees, garden column)",,especies recomendadas,,,,,2019,,https://www.leliana.es/sites/www.leliana.es/files/files/Jardineria%20de%20baja%20inflamabilidad.pdf,2026-08-23T00:00:00.000Z
citrus-nobilis,Citrus nobilis,Citrus reticulata,Rutaceae,tree,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/citrus-nobilis/,canberra-plant-selector,https://fireapproved.com/plants/source/canberra-plant-selector/,,,recommend,Fire Retardant — Yes — Citrus reticulata,The live Canberra Plant Selector marks “Citrus reticulata” as “Fire Retardant: Yes.”,,,whole-plant,,"{""value"":""filtered result page 12"",""scheme"":""canberra-selector""}",live tool capture 2026-08-25,,https://plantselector.com.au/browse-plants/?fire_retardant%5B0%5D=1,2026-08-25T00:00:00.000Z
citrus-sinensis,Citrus sinensis,Citrus aurantium,Rutaceae,tree,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/citrus-sinensis/,gva-valencia,https://fireapproved.com/plants/source/gva-valencia/,,,recommend,"recommended low-flammability species (trees, garden column)",,especies recomendadas,,,,,2019,,https://www.leliana.es/sites/www.leliana.es/files/files/Jardineria%20de%20baja%20inflamabilidad.pdf,2026-08-23T00:00:00.000Z
citrus-sinensis,Citrus sinensis,Citrus aurantium,Rutaceae,tree,fire-resistant,limited-evidence,on-list,https://fireapproved.com/plants/citrus-sinensis/,canberra-plant-selector,https://fireapproved.com/plants/source/canberra-plant-selector/,,,recommend,Fire Retardant — Yes — Citrus sinensis,The live Canberra Plant Selector marks “Citrus sinensis” as “Fire Retardant: Yes.”,,,whole-plant,,"{""value"":""filtered result page 14"",""scheme"":""canberra-selector""}",live tool capture 2026-08-25,,https://plantselector.com.au/browse-plants/?fire_retardant%5B0%5D=1,2026-08-25T00:00:00.000Z
